0.9739004,0.7718924,1.931
0.9706508,0.7718924,1.931
0.972411,0.7758898,1.941
0.9691445,0.7758898,1.941
0.30691,0.1916055,1.344
0.3046482,0.1916055,1.344
0.3023863,0.1916055,1.344
0.3001245,0.1916055,1.344
0.2978627,0.1916055,1.344
0.2956009,0.1916055,1.344
0.2933391,0.1916055,1.344
0.2910773,0.1916055,1.344
0.2854876,0.1908927,1.339
0.2842919,0.1916055,1.344
0.28203,0.1916055,1.344
0.2797683,0.1916055,1.344
0.2775064,0.1916055,1.344
0.2752446,0.1916055,1.344
0.2729828,0.1916055,1.344
0.270721,0.1916055,1.344
0.2684592,0.1916055,1.344
0.2673858,0.1924608,1.35
0.2616738,0.1916055,1.344
0.26057,0.1924608,1.35
0.2582981,0.1924608,1.35
0.2569745,0.1931737,1.355
0.2546942,0.1931737,1.355
0.2514824,0.1924608,1.35
0.2492105,0.1924608,1.35
0.2469386,0.1924608,1.35
0.2455729,0.1931737,1.355
0.2432925,0.1931737,1.355
0.2387319,0.1931737,1.355
0.2364516,0.1931737,1.355
0.2350354,0.1938865,1.36
0.2327466,0.1938865,1.36
0.2304579,0.1938865,1.36
0.2291758,0.1947419,1.366
0.2268769,0.1947419,1.366
0.2245781,0.1947419,1.366
0.2222793,0.1947419,1.366
0.2207856,0.1954547,1.371
0.2161711,0.1954547,1.371
0.2138639,0.1954547,1.371
0.2115566,0.1954547,1.371
0.2100125,0.1961675,1.376
0.2076969,0.1961675,1.376
0.2046349,0.1954547,1.371
0.2023277,0.1954547,1.371
0.2000204,0.1954547,1.371
0.1977132,0.1954547,1.371
0.1954059,0.1954547,1.371
0.1914872,0.1961675,1.376
0.1891716,0.1961675,1.376
0.1868559,0.1961675,1.376
0.1838697,0.1954547,1.371
0.1815624,0.1954547,1.371
0.1792552,0.1954547,1.371
0.1769479,0.1954547,1.371
0.1740038,0.1947419,1.366
0.1709507,0.1938865,1.36
0.1663733,0.1938865,1.36
0.1634813,0.1931737,1.355
0.161201,0.1931737,1.355
0.1589206,0.1931737,1.355
0.1566403,0.1931737,1.355
0.1537904,0.1924608,1.35
0.1520797,0.1931737,1.355
0.1492466,0.1924608,1.35
0.1447028,0.1924608,1.35
0.1429584,0.1931737,1.355
0.140678,0.1931737,1.355
0.1383977,0.1931737,1.355
0.1361174,0.1931737,1.355
0.1333432,0.1924608,1.35
0.1310713,0.1924608,1.35
0.1292764,0.1931737,1.355
0.1269961,0.1931737,1.355
0.1247158,0.1931737,1.355
0.1191797,0.1916055,1.344
0.1174399,0.1924608,1.35
0.1684865,0.2815631,1.975
0.1651628,0.2815631,1.975
0.161839,0.2815631,1.975
0.1551916,0.2815631,1.975
0.1518679,0.2815631,1.975
0.1485442,0.2815631,1.975
0.1452205,0.2815631,1.975
0.1411064,0.2799949,1.964
0.1378012,0.2799949,1.964
0.134496,0.2799949,1.964
0.1303892,0.2782841,1.952
0.1231215,0.2767159,1.941
0.1205342,0.2782841,1.952
0.1172492,0.2782841,1.952
0.1139642,0.2782841,1.952
0.1106792,0.2782841,1.952
0.1073942,0.2782841,1.952
0.06248199,0.1844773,1.294
0.06030433,0.1844773,1.294
0.05573281,0.1837645,1.289
0.05356356,0.1837645,1.289
0.05139431,0.1837645,1.289
0.04922505,0.1837645,1.289
0.0470558,0.1837645,1.289
0.04488655,0.1837645,1.289
0.0425516,0.1830516,1.284
0.04026494,0.1824814,1.28
0.03581627,0.1817686,1.275
0.03367058,0.1817686,1.275
0.03152489,0.1817686,1.275
0.0293792,0.1817686,1.275
0.02723351,0.1817686,1.275
0.02498944,0.1810558,1.27
0.02294213,0.1817686,1.275
0.02079644,0.1817686,1.275
0.01865075,0.1817686,1.275
