0.9739004,0.7718924,1.931
0.9706508,0.7718924,1.931
0.972411,0.7758898,1.941
0.9691445,0.7758898,1.941
0.30691,0.1916055,1.344
0.3046482,0.1916055,1.344
0.3023863,0.1916055,1.344
0.3001245,0.1916055,1.344
0.2978627,0.1916055,1.344
0.2956009,0.1916055,1.344
0.2933391,0.1916055,1.344
0.02079644,0.1817686,1.275
0.01865075,0.1817686,1.275
0.01435937,0.1817686,1.275
0.01221368,0.1817686,1.275
0.7732825,0.03550258,2.045
0.769841,0.03550258,2.045
0.7708966,0.03571091,2.057
0.7629579,0.03550258,2.045
0.7311103,0.03529425,2.033
0.727689,0.03529425,2.033
0.7285427,0.03550258,2.045
0.7216597,0.03550258,2.045
0.7182181,0.03550258,2.045
0.7147766,0.03550258,2.045
0.7113351,0.03550258,2.045
0.7078936,0.03550258,2.045
0.7044521,0.03550258,2.045
0.7010106,0.03550258,2.045
0.697569,0.03550258,2.045
0.6941275,0.03550258,2.045
1.392409,0.8279011,1.945604
1.389046,0.8279052,1.94557
1.385684,0.8279092,1.945536
1.382322,0.8279133,1.945502
1.378959,0.8279173,1.945468
1.350219,0.8244476,1.932866
1.352062,0.8279499,1.945196
1.343535,0.8244557,1.932799
1.340193,0.8244598,1.932765
1.341975,0.827962,1.945093
1.333509,0.8244679,1.932697
1.330167,0.824472,1.932663
1.326825,0.8244759,1.932629
1.31886,0.8212731,1.921264
-0.2215423,0.6579695,1.915838
-0.2249045,0.6579735,1.915804
-0.2282668,0.6579776,1.91577
-0.250696,0.6555325,1.903313
-0.2540381,0.6555365,1.903279
-0.2573801,0.6555405,1.903245
-0.2640643,0.6555486,1.903177
-0.2674063,0.6555526,1.903143
-0.2707483,0.6555567,1.903109
-0.2740903,0.6555607,1.903076
-0.2820628,0.6580426,1.915225
-0.4380165,0.4659513,1.728114
-0.4410927,0.4659551,1.728083
-0.4441689,0.4659588,1.728052
-0.4472451,0.4659625,1.72802
-0.4503212,0.4659662,1.727989
0.9334201,0.4373711,1.981654
0.9299384,0.4373753,1.981619
0.9264567,0.4373795,1.981583
0.9229749,0.4373837,1.981548
0.8962265,0.4363001,1.969153
0.892765,0.4363043,1.969118
0.8893034,0.4363084,1.969083
0.885842,0.4363127,1.969047
0.8823804,0.4363168,1.969012
0.8789189,0.436321,1.968977
0.8754573,0.4363252,1.968942
0.8685343,0.4363335,1.968872
0.8650727,0.4363378,1.968837
0.8616112,0.4363419,1.968802
0.8581496,0.4363461,1.968767
0.8525541,0.4352369,1.956586
0.8512266,0.4363545,1.968697
0.626434,-0.2419098,2.03083
0.6198959,-0.2448155,2.043576
0.6162156,-0.2448111,2.043539
0.5941338,-0.2447844,2.043315
0.5898498,-0.2418656,2.030459
0.5825329,-0.2418568,2.030385
0.5788745,-0.2418524,2.030348
0.5752161,-0.241848,2.030311
0.5715576,-0.2418436,2.030274
0.5678992,-0.2418391,2.030237
0.5642408,-0.2418347,2.0302
0.5605824,-0.2418303,2.030163
1.027317,-0.3754235,2.094727
1.02354,-0.3754189,2.094688
1.004659,-0.375396,2.094497
1.000883,-0.3753915,2.094459
0.9971071,-0.3753869,2.09442
0.986431,-0.3715043,2.080571
0.9857785,-0.3753733,2.094306
0.9820021,-0.3753687,2.094268
0.9782259,-0.3753642,2.094229
0.9744498,-0.3753596,2.094191
0.9706736,-0.375355,2.094153
0.9668974,-0.3753504,2.094115
0.9631211,-0.3753459,2.094076
0.9593449,-0.3753413,2.094038
0.9489045,-0.371459,2.080191
0.9480162,-0.3753276,2.093923
0.9413991,-0.3714499,2.080115
0.9376464,-0.3714454,2.080077
0.9338938,-0.3714408,2.080039
0.9329113,-0.3753094,2.09377
