0.2910773,0.1916055,1.344
0.2854876,0.1908927,1.339
0.02498944,0.1810558,1.27
0.02294213,0.1817686,1.275
0.7560748,0.03550258,2.045
0.7526333,0.03550258,2.045
0.7491918,0.03550258,2.045
0.7457503,0.03550258,2.045
0.7423088,0.03550258,2.045
0.7388673,0.03550258,2.045
1.370272,0.8244234,1.933069
1.36693,0.8244275,1.933035
1.363588,0.8244315,1.933002
1.360246,0.8244356,1.932968
1.353561,0.8244436,1.9329
-0.2316291,0.6579816,1.915736
-0.2349914,0.6579857,1.915702
-0.2417158,0.6579938,1.915634
-0.2406699,0.6555203,1.903414
-0.2440119,0.6555244,1.903381
-0.247354,0.6555284,1.903346
0.9194932,0.4373879,1.981513
0.9160115,0.4373922,1.981478
0.9125298,0.4373964,1.981442
0.9031496,0.4362918,1.969223
0.9020846,0.437409,1.981336
0.6133268,-0.2479452,2.057308
0.609623,-0.2479408,2.057271
0.6059191,-0.2479363,2.057233
0.6014944,-0.2447933,2.04339
0.5978141,-0.2447888,2.043353
1.019764,-0.3754143,2.09465
1.015988,-0.3754098,2.094612
1.008947,-0.3715315,2.0808
1.005194,-0.371527,2.080761
0.4391975,-0.3628272,2.046562
0.4354936,-0.3628226,2.046525
0.4317898,-0.3628182,2.046487
0.4284726,-0.3589444,2.032712
0.4247923,-0.35894,2.032675
0.3866976,-0.3666335,2.059772
0.3829702,-0.366629,2.059734
0.3792427,-0.3666244,2.059696
0.3717879,-0.3666154,2.059621
0.3680605,-0.366611,2.059583
0.319604,-0.3665524,2.059092
0.3158767,-0.3665479,2.059054
0.3121492,-0.3665434,2.059016
0.3046944,-0.3665344,2.058941
0.300967,-0.3665299,2.058903
0.2132622,-0.3625542,2.044273
0.2076547,-0.3586776,2.030475
0.2039744,-0.3586731,2.030438
0.1984468,-0.3625363,2.044123
0.1947429,-0.3625318,2.044086
0.191039,-0.3625273,2.044048
-0.4143173,-0.3616151,2.023885
-0.4179976,-0.3616106,2.023848
-0.4162653,-0.3579974,2.011107
-0.4253582,-0.3616018,2.023773
-0.421341,-0.3540979,1.997317
-0.4249759,-0.3540936,1.99728
-0.4230887,-0.3504805,1.984541
-0.5931917,-0.2960458,1.791446
-0.5964765,-0.2960418,1.791413
-0.5997614,-0.2960378,1.79138
-0.6030461,-0.2960338,1.791346
-0.6063311,-0.2960298,1.791313
-0.6096159,-0.2960259,1.79128
0.9971054,-0.3791721,2.094125
0.9933292,-0.3791676,2.094087
0.9857768,-0.3791585,2.09401
0.9820006,-0.3791539,2.093972
0.9782244,-0.3791493,2.093934
0.9744482,-0.3791448,2.093896
0.9706719,-0.3791402,2.093857
0.9668957,-0.3791356,2.093819
0.881355,-0.3751389,2.079213
0.8749877,-0.3709597,2.064427
0.870097,-0.3751253,2.079099
0.8663443,-0.3751208,2.079061
0.8625917,-0.3751163,2.079023
0.858839,-0.3751117,2.078985
0.5805217,-0.3706039,2.061444
0.5767943,-0.3705994,2.061406
0.5730669,-0.3705949,2.061368
0.5693395,-0.3705904,2.061331
0.565612,-0.3705859,2.061293
0.5618846,-0.3705814,2.061255
0.3792412,-0.3703607,2.059404
0.3717864,-0.3703517,2.059329
0.3680589,-0.3703472,2.059291
0.3643315,-0.3703427,2.059254
0.3606041,-0.3703382,2.059216
0.3568767,-0.3703337,2.059178
0.192932,-0.3623488,2.030038
0.1892517,-0.3623444,2.030001
0.1855714,-0.3623399,2.029963
0.1779606,-0.3701175,2.057365
0.1742333,-0.370113,2.057327
1.353992,-0.494279,2.103839
1.350191,-0.4942744,2.1038
1.34639,-0.4942698,2.103762
1.338787,-0.4942606,2.103685
1.340603,-0.4991681,2.118367
0.8086916,-0.4985254,2.112977
0.7989791,-0.4936084,2.098215
0.7972115,-0.4985115,2.112861
0.7933847,-0.4985068,2.112822
0.7895581,-0.4985022,2.112783
0.7857313,-0.4984976,2.112744
0.4272361,-0.4874373,2.065805
0.4234834,-0.4874328,2.065767
0.4197308,-0.4874283,2.06573
0.4164686,-0.4824937,2.051035
0.4122255,-0.4874192,2.065653
0.4047202,-0.4874101,2.065578
0.3362198,-0.4919292,2.078568
0.3324436,-0.4919246,2.078529
0.3286674,-0.4919201,2.078491
